title,author,year,link
Is there a link between components of health-related functioning and incident impaired glucose metabolism and type 2 diabetes? The Australian Diabetes Obesity and Lifestyle (AusDiab) study,Robyn Tapp,2010,https://pureportal.coventry.ac.uk/en/publications/is-there-a-link-between-components-of-health-related-functioning-
Tissue Doppler E/E' ratio is a powerful predictor of primary cardiac events in a hypertensive population: an ASCOT substudy,Robyn Tapp,2010,https://pureportal.coventry.ac.uk/en/publications/tissue-doppler-ee-ratio-is-a-powerful-predictor-of-primary-cardia
Wave reflection predicts cardiovascular events in hypertensive individuals independent of blood pressure and other cardiovascular risk factors: an ASCOT (Anglo-Scandinavian Cardiac Outcome Trial) substudy,Robyn Tapp,2010,https://pureportal.coventry.ac.uk/en/publications/wave-reflection-predicts-cardiovascular-events-in-hypertensive-in
Dual-Stream Contrastive Learning for Channel State Information Based Human Activity Recognition,Jiangtao Wang,2023,https://pureportal.coventry.ac.uk/en/publications/dual-stream-contrastive-learning-for-channel-state-information-ba
PresSafe: Barometer-based On-screen Pressure Assisted Implicit Authentication for Smartphones,Jiangtao Wang,2023,https://pureportal.coventry.ac.uk/en/publications/pressafe-barometer-based-on-screen-pressure-assisted-implicit-aut
A Green Stackelberg-game Incentive Mechanism for Multi-service Exchange in Mobile Crowdsensing,Jiangtao Wang,2022,https://pureportal.coventry.ac.uk/en/publications/a-green-stackelberg-game-incentive-mechanism-for-multi-service-ex
CrowdManager: An Ontology-Based Interaction and Management Middleware for Heterogeneous Mobile Crowd Sensing,Jiangtao Wang,2022,https://pureportal.coventry.ac.uk/en/publications/crowdmanager-an-ontology-based-interaction-and-management-middlew
Dynamic Probabilistic Graphical Model for Progressive Fake News Detection on Social Media Platform,Jiangtao Wang,2022,https://pureportal.coventry.ac.uk/en/publications/dynamic-probabilistic-graphical-model-for-progressive-fake-news-d
Enhancing Online Epidemic Supervising System by Compartmental and GRU Fusion Model,Jiangtao Wang,2022,https://pureportal.coventry.ac.uk/en/publications/enhancing-online-epidemic-supervising-system-by-compartmental-and
FedAux: An Efficient Framework for Hybrid Federated Learning,Jiangtao Wang,2022,https://pureportal.coventry.ac.uk/en/publications/fedaux-an-efficient-framework-for-hybrid-federated-learning
Fine-Grained Assessment of COVID-19 Severity Based on Clinico-Radiological Data Using Machine Learning,Jiangtao Wang,2022,https://pureportal.coventry.ac.uk/en/publications/fine-grained-assessment-of-covid-19-severity-based-on-clinico-rad
Guest Editorial Special Issue on Artificial Intelligence for Autonomous Unmanned System Applications,Jiangtao Wang,2022,https://pureportal.coventry.ac.uk/en/publications/guest-editorial-special-issue-on-artificial-intelligence-for-auto
ISIATasker: Task Allocation for Instant-SensingߝInstant-Actuation Mobile Crowdsensing: Task Allocation for Instant-Sensing-Instant-Actuation Mobile Crowd Sensing,Jiangtao Wang,2022,https://pureportal.coventry.ac.uk/en/publications/isiatasker-task-allocation-for-instant-sensing%DF%9Dinstant-actuation-
M3Care: Learning with Missing Modalities in Multimodal Healthcare Data,Jiangtao Wang,2022,https://pureportal.coventry.ac.uk/en/publications/m3care-learning-with-missing-modalities-in-multimodal-healthcare-
MARVAir: Meteorology Augmented Residual-based Visual Approach for Crowdsourcing Air Quality Inference,Jiangtao Wang,2022,https://pureportal.coventry.ac.uk/en/publications/marvair-meteorology-augmented-residual-based-visual-approach-for-
RL-Recruiter+: Mobility-Predictability-Aware Participant Selection Learning for From-Scratch Mobile Crowdsensing,Jiangtao Wang,2022,https://pureportal.coventry.ac.uk/en/publications/rl-recruiter-mobility-predictability-aware-participant-selection-
Spatial-Attention and Demographic-Augmented Generative Adversarial Imputation Network for Population Health Data Reconstruction,Jiangtao Wang,2022,https://pureportal.coventry.ac.uk/en/publications/spatial-attention-and-demographic-augmented-generative-adversaria
Toward Fairness-Aware Time-Sensitive Asynchronous Federated Learning for Critical Energy Infrastructure,Jiangtao Wang,2022,https://pureportal.coventry.ac.uk/en/publications/toward-fairness-aware-time-sensitive-asynchronous-federated-learn
Towards Personalized Federated Learning Via Group Collaboration in IIoT,Jiangtao Wang,2022,https://pureportal.coventry.ac.uk/en/publications/towards-personalized-federated-learning-via-group-collaboration-i
Competition-Congestion-Aware Stable Worker-Task Matching in Mobile Crowd Sensing,Jiangtao Wang,2021,https://pureportal.coventry.ac.uk/en/publications/competition-congestion-aware-stable-worker-task-matching-in-mobil
Completing missing prevalence rates for multiple chronic diseases by jointly leveraging both intra- and inter-disease population health data correlations,Jiangtao Wang,2021,https://pureportal.coventry.ac.uk/en/publications/completing-missing-prevalence-rates-for-multiple-chronic-diseases
Crowd-Machine Hybrid Urban Sensing and Computing,Jiangtao Wang,2021,https://pureportal.coventry.ac.uk/en/publications/crowd-machine-hybrid-urban-sensing-and-computing
Distilling knowledge from publicly available online EMR data to emerging epidemic for prognosis,Jiangtao Wang,2021,https://pureportal.coventry.ac.uk/en/publications/distilling-knowledge-from-publicly-available-online-emr-data-to-e
Does our collective stringency control the virus? Investigating lockdown effectiveness on community mobility data,Jiangtao Wang,2021,https://pureportal.coventry.ac.uk/en/publications/does-our-collective-stringency-control-the-virus-investigating-lo
Fine-Grained and Context-Aware Behavioral Biometrics for Pattern Lock on Smartphones,Jiangtao Wang,2021,https://pureportal.coventry.ac.uk/en/publications/fine-grained-and-context-aware-behavioral-biometrics-for-pattern-
Interpretable Machine Learning for COVID-19: An Empirical Study on Severity Prediction Task,Jiangtao Wang,2021,https://pureportal.coventry.ac.uk/en/publications/interpretable-machine-learning-for-covid-19-an-empirical-study-on
Memory Augmented Hierarchical Attention Network for Next Point-of-Interest Recommendation,Jiangtao Wang,2021,https://pureportal.coventry.ac.uk/en/publications/memory-augmented-hierarchical-attention-network-for-next-point-of
Profile-Free and Real-Time Task Recommendation in Mobile Crowdsensing,Jiangtao Wang,2021,https://pureportal.coventry.ac.uk/en/publications/profile-free-and-real-time-task-recommendation-in-mobile-crowdsen
Task allocation through fuzzy logic based participant density analysis in mobile crowd sensing,Jiangtao Wang,2021,https://pureportal.coventry.ac.uk/en/publications/task-allocation-through-fuzzy-logic-based-participant-density-ana
Understanding and Predicting the Burst of Burnout via Social Media,Jiangtao Wang,2021,https://pureportal.coventry.ac.uk/en/publications/understanding-and-predicting-the-burst-of-burnout-via-social-medi
AdaCare: Explainable clinical health status representation learning via scale-adaptive feature extraction and recalibration,Jiangtao Wang,2020,https://pureportal.coventry.ac.uk/en/publications/adacare-explainable-clinical-health-status-representation-learnin
Assessing mental stress based on smartphone sensing data: An empirical study,Jiangtao Wang,2020,https://pureportal.coventry.ac.uk/en/publications/assessing-mental-stress-based-on-smartphone-sensing-data-an-empir
ConCare: Personalized clinical feature embedding via capturing the healthcare context,Jiangtao Wang,2020,https://pureportal.coventry.ac.uk/en/publications/concare-personalized-clinical-feature-embedding-via-capturing-the
Correlating msm's mental health with usage behaviors on msm-specific social applications,Jiangtao Wang,2020,https://pureportal.coventry.ac.uk/en/publications/correlating-msms-mental-health-with-usage-behaviors-on-msm-specif
Estimating urban road gps environment friendliness with bus trajectories: A city-scale approach,Jiangtao Wang,2020,https://pureportal.coventry.ac.uk/en/publications/estimating-urban-road-gps-environment-friendliness-with-bus-traje
Generic and efficient connectivity determination for IoT applications,Jiangtao Wang,2020,https://pureportal.coventry.ac.uk/en/publications/generic-and-efficient-connectivity-determination-for-iot-applicat
HyTasker: Hybrid Task Allocation in Mobile Crowd Sensing,Jiangtao Wang,2020,https://pureportal.coventry.ac.uk/en/publications/hytasker-hybrid-task-allocation-in-mobile-crowd-sensing
Multi-source data integration-based urban road GPS environment friendliness estimation,Jiangtao Wang,2020,https://pureportal.coventry.ac.uk/en/publications/multi-source-data-integration-based-urban-road-gps-environment-fr
Participants Selection for From-Scratch Mobile Crowdsensing via Reinforcement Learning,Jiangtao Wang,2020,https://pureportal.coventry.ac.uk/en/publications/participants-selection-for-from-scratch-mobile-crowdsensing-via-r
Swarm-Intelligence-Based Rendezvous Selection via Edge Computing for Mobile Sensor Networks,Jiangtao Wang,2020,https://pureportal.coventry.ac.uk/en/publications/swarm-intelligence-based-rendezvous-selection-via-edge-computing-
Task allocation based on node pair intimacy in wireless sensor networks,Jiangtao Wang,2020,https://pureportal.coventry.ac.uk/en/publications/task-allocation-based-on-node-pair-intimacy-in-wireless-sensor-ne
"What Happens in Peer-Support, Stays in Peer-Support: Software Architecture for Peer-Sourcing in Mental Health",Jiangtao Wang,2020,https://pureportal.coventry.ac.uk/en/publications/what-happens-in-peer-support-stays-in-peer-support-software-archi
Will online digital footprints reveal your relationship status? an empirical study of social applications for sexual-minority men,Jiangtao Wang,2020,https://pureportal.coventry.ac.uk/en/publications/will-online-digital-footprints-reveal-your-relationship-status-an
Allocating Heterogeneous Tasks in Participatory Sensing with Diverse Participant-Side Factors,Jiangtao Wang,2019,https://pureportal.coventry.ac.uk/en/publications/allocating-heterogeneous-tasks-in-participatory-sensing-with-dive
A Survey of Task Allocation: Contrastive Perspectives from Wireless Sensor Networks and Mobile Crowdsensing,Jiangtao Wang,2019,https://pureportal.coventry.ac.uk/en/publications/a-survey-of-task-allocation-contrastive-perspectives-from-wireles
CAMP: Co-Attention Memory Networks for Diagnosis Prediction in Healthcare,Jiangtao Wang,2019,https://pureportal.coventry.ac.uk/en/publications/camp-co-attention-memory-networks-for-diagnosis-prediction-in-hea
Crowd-Assisted Machine Learning: Current Issues and Future Directions,Jiangtao Wang,2019,https://pureportal.coventry.ac.uk/en/publications/crowd-assisted-machine-learning-current-issues-and-future-directi
Learning-Assisted Optimization in Mobile Crowd Sensing: A Survey,Jiangtao Wang,2019,https://pureportal.coventry.ac.uk/en/publications/learning-assisted-optimization-in-mobile-crowd-sensing-a-survey
MLRDA: A multi-task semi-supervised learning framework for drug-drug interaction prediction,Jiangtao Wang,2019,https://pureportal.coventry.ac.uk/en/publications/mlrda-a-multi-task-semi-supervised-learning-framework-for-drug-dr
Social-Network-Assisted Worker Recruitment in Mobile Crowd Sensing,Jiangtao Wang,2019,https://pureportal.coventry.ac.uk/en/publications/social-network-assisted-worker-recruitment-in-mobile-crowd-sensin
STAR: Spatio-temporal taxonomy-aware tag recommendation for citizen complaints,Jiangtao Wang,2019,https://pureportal.coventry.ac.uk/en/publications/star-spatio-temporal-taxonomy-aware-tag-recommendation-for-citize
Enabling Human-Centric Smart Cities: Crowdsourcing-Based Practice in China,Jiangtao Wang,2018,https://pureportal.coventry.ac.uk/en/publications/enabling-human-centric-smart-cities-crowdsourcing-based-practice-
Energy saving Techniques in Mobile Crowd Sensing: Current State and Future Opportunities,Jiangtao Wang,2018,https://pureportal.coventry.ac.uk/en/publications/energy-saving-techniques-in-mobile-crowd-sensing-current-state-an
Can a digital intervention boost resilience in informal networks of survivors of sexual violence?,Sarah West,2022,https://pureportal.coventry.ac.uk/en/publications/can-a-digital-intervention-boost-resilience-in-informal-networks-
LGBT+ Domestic Abuse Service Provision Mapping Study,Sarah West,2022,https://pureportal.coventry.ac.uk/en/publications/lgbt-domestic-abuse-service-provision-mapping-study
Evaluating the effectiveness of mindfulness and compassion-based programs on shame and associated psychological distress with potential issues of salience for adult survivors of childhood sexual abuse: a systematic review,Gail Westerman,2020,https://pureportal.coventry.ac.uk/en/publications/evaluating-the-effectiveness-of-mindfulness-and-compassion-based-
Views and Experiences of Healthcare Practitioners Supporting People with Copd Who Have Used Activity Monitors: “More than Just Steps”,Laura Wilde,2023,https://pureportal.coventry.ac.uk/en/publications/views-and-experiences-of-healthcare-practitioners-supporting-peop
Developing public transport messaging to provide crowding information during COVID-19: Application of the COM-B model and behaviour change wheel,Laura Wilde,2022,https://pureportal.coventry.ac.uk/en/publications/developing-public-transport-messaging-to-provide-crowding-informa
Protocol for a single-centre mixed-method pre–post single-arm feasibility trial of a culturally appropriate 6-week pulmonary rehabilitation programme among adults with functionally limiting chronic respiratory diseases in Malawi,Laura Wilde,2022,https://pureportal.coventry.ac.uk/en/publications/protocol-for-a-single-centre-mixed-method-prepost-single-arm-feas
"Systematic Review of Physical Activity, Sedentary Behaviour and Sleep Among Adults Living with Chronic Respiratory Disease in Low- and Middle-Income Countries.",Laura Wilde,2022,https://pureportal.coventry.ac.uk/en/publications/systematic-review-of-physical-activity-sedentary-behaviour-and-sl
What Are the Experiences of People with COPD Using Activity Monitors?: A Qualitative Scoping Review,Laura Wilde,2022,https://pureportal.coventry.ac.uk/en/publications/what-are-the-experiences-of-people-with-copd-using-activity-monit
‘It’s definitely the future’: Healthcare practitioners’ views and experiences of activity monitors to support people with chronic obstructive pulmonary disease (COPD),Laura Wilde,2022,https://pureportal.coventry.ac.uk/en/publications/its-definitely-the-future-healthcare-practitioners-views-and-expe
‘It’s really just been a learning experience’: A qualitative study to explore the experiences of people with chronic obstructive pulmonary disease (COPD) using activity monitors,Laura Wilde,2022,https://pureportal.coventry.ac.uk/en/publications/its-really-just-been-a-learning-experience-a-qualitative-study-to
“Addicted to the tracker”?: Experiences of people with Chronic Obstructive Pulmonary Disease (COPD) using activity trackers,Laura Wilde,2022,https://pureportal.coventry.ac.uk/en/publications/addicted-to-the-tracker-experiences-of-people-with-chronic-obstru
Implementing a digital intervention for managing uncontrolled hypertension in Primary Care: a mixed methods process evaluation,Laura Wilde,2021,https://pureportal.coventry.ac.uk/en/publications/implementing-a-digital-intervention-for-managing-uncontrolled-hyp
Mobile health apps: An exploration of user-generated reviews in Google Play store on a physical activity application,Laura Wilde,2021,https://pureportal.coventry.ac.uk/en/publications/mobile-health-apps-an-exploration-of-user-generated-reviews-in-go
"Developing a digital intervention for cancer survivors: an evidence-, theory- and person-based approach",Laura Wilde,2019,https://pureportal.coventry.ac.uk/en/publications/developing-a-digital-intervention-for-cancer-survivors-an-evidenc
Renewed: Protocol for a randomised controlled trial of a digital intervention to support quality of life in cancer survivors,Laura Wilde,2019,https://pureportal.coventry.ac.uk/en/publications/renewed-protocol-for-a-randomised-controlled-trial-of-a-digital-i
Apps and wearables for monitoring physical activity and sedentary behaviour: a qualitative systematic review protocol on barriers and facilitators,Laura Wilde,2018,https://pureportal.coventry.ac.uk/en/publications/apps-and-wearables-for-monitoring-physical-activity-and-sedentary
Apps and wearables to monitor physical activity and sedentary behaviour: Findings from a qualitative systematic review on barriers and facilitators,Laura Wilde,2018,https://pureportal.coventry.ac.uk/en/publications/apps-and-wearables-to-monitor-physical-activity-and-sedentary-beh-2
Apps and wearables to monitor physical activity and sedentary behaviour: Preliminary findings from a qualitative systematic review on barriers and facilitators,Laura Wilde,2018,https://pureportal.coventry.ac.uk/en/publications/apps-and-wearables-to-monitor-physical-activity-and-sedentary-beh
"Exploring cancer survivors’ views of health behavior change: ""Where do you start, where do you stop with everything?""",Laura Wilde,2018,https://pureportal.coventry.ac.uk/en/publications/exploring-cancer-survivors-views-of-health-behavior-change-where-
Long-term use of mobile phone apps and wearables to support physical activity: from barriers and facilitators to guidelines,Laura Wilde,2017,https://pureportal.coventry.ac.uk/en/publications/long-term-use-of-mobile-phone-apps-and-wearables-to-support-physi
Combined cognitive biases for pain and disability information in individuals with chronic headache: A preliminary investigation,Laura Wilde,2016,https://pureportal.coventry.ac.uk/en/publications/combined-cognitive-biases-for-pain-and-disability-information-in-
Non-specific Mechanisms in Orthodox and CAM management of low back pain (MOCAM). Theoretical framework and protocol for a prospective cohort study,Laura Wilde,2016,https://pureportal.coventry.ac.uk/en/publications/non-specific-mechanisms-in-orthodox-and-cam-management-of-low-bac
Digital Peer-Supported Self-Management Intervention Codesigned by People With Long COVID: Mixed Methods Proof-of-Concept Study,Hayley Wright,2022,https://pureportal.coventry.ac.uk/en/publications/digital-peer-supported-self-management-intervention-codesigned-by
Give the people what they want: evidence-based peer support for Long COVID,Hayley Wright,2022,https://pureportal.coventry.ac.uk/en/publications/give-the-people-what-they-want-evidence-based-peer-support-for-lo
Older Individuals Convicted of Sexual Offenses: A Literature Review,Hayley Wright,2022,https://pureportal.coventry.ac.uk/en/publications/older-individuals-convicted-of-sexual-offenses-a-literature-revie
A Digital Self-management Program (Help to Overcome Problems Effectively) for People Living With Cancer: Feasibility Randomized Controlled Trial,Hayley Wright,2021,https://pureportal.coventry.ac.uk/en/publications/a-digital-self-management-program-help-to-overcome-problems-effec
A ray of HOPE: digital self-management for people living with cancer during COVID-19,Hayley Wright,2021,https://pureportal.coventry.ac.uk/en/publications/a-ray-of-hope-digital-self-management-for-people-living-with-canc
Fostering Distance Education: Lessons From a United States-England Partnered Collaborative Online International Learning Approach,Hayley Wright,2021,https://pureportal.coventry.ac.uk/en/publications/fostering-distance-education-lessons-from-a-united-states-england
Introducing the tablet-based Oxford Cognitive Screen-Plus (OCS-Plus) as an assessment tool for subtle cognitive impairments,Hayley Wright,2021,https://pureportal.coventry.ac.uk/en/publications/introducing-the-tablet-based-oxford-cognitive-screen-plus-ocs-plu
World Stroke Day 2021: Let’s talk about sex,Hayley Wright,2021,https://pureportal.coventry.ac.uk/en/publications/world-stroke-day-2021-lets-talk-about-sex
A Digital Program (Hope) for People Living With Cancer During the COVID-19 Pandemic: Protocol for a Feasibility Randomized Controlled Trial,Hayley Wright,2020,https://pureportal.coventry.ac.uk/en/publications/a-digital-program-hope-for-people-living-with-cancer-during-the-c
Help to Overcome Problems Effectively for Cancer Survivors: Development and Evaluation of a Digital Self-Management Program,Hayley Wright,2020,https://pureportal.coventry.ac.uk/en/publications/help-to-overcome-problems-effectively-for-cancer-survivors-develo
Sexual expression and cognitive function: gender-divergent associations in older adults,Hayley Wright,2020,https://pureportal.coventry.ac.uk/en/publications/sexual-expression-and-cognitive-function-gender-divergent-associa
Frequent sexual activity predicts specific cognitive abilities in older adults,Hayley Wright,2019,https://pureportal.coventry.ac.uk/en/publications/frequent-sexual-activity-predicts-specific-cognitive-abilities-in
Associations between cognitive function and sexual activities in later life,Hayley Wright,2017,https://pureportal.coventry.ac.uk/en/publications/associations-between-cognitive-function-and-sexual-activities-in-
"Exploring the Links Between Cognition and Sexual Activity: Cognitive Flexibility, Dopamine and the Prefrontal Cortex",Hayley Wright,2017,https://pureportal.coventry.ac.uk/en/publications/exploring-the-links-between-cognition-and-sexual-activity-cogniti
Five things that reduce the risk of cognitive decline with age,Hayley Wright,2017,https://pureportal.coventry.ac.uk/en/publications/five-things-that-reduce-the-risk-of-cognitive-decline-with-age
Handy tips for surviving a conference: an introvert’s guide,Hayley Wright,2017,https://pureportal.coventry.ac.uk/en/publications/handy-tips-for-surviving-a-conference-an-introverts-guide
Sexuality and ageing research: perspectives of a cognitive psychologist,Hayley Wright,2017,https://pureportal.coventry.ac.uk/en/publications/sexuality-and-ageing-research-perspectives-of-a-cognitive-psychol
Frequency of Sexual Activity in Ageing Populations: Implications for Cognitive Function,Hayley Wright,2016,https://pureportal.coventry.ac.uk/en/publications/frequency-of-sexual-activity-in-ageing-populations-implications-f
How Much is Enough? Potential Benefits of an Active Sex Life on Working Memory,Hayley Wright,2016,https://pureportal.coventry.ac.uk/en/publications/how-much-is-enough-potential-benefits-of-an-active-sex-life-on-wo
"""No Particular Place to Go"": Gender, Sexuality and Sexual Health Help-Seeking in UK Older Adults",Hayley Wright,2016,https://pureportal.coventry.ac.uk/en/publications/no-particular-place-to-go-gender-sexuality-and-sexual-health-help
Research in the Media: Is All Publicity ‘Good’ Publicity?,Hayley Wright,2016,https://pureportal.coventry.ac.uk/en/publications/research-in-the-media-is-all-publicity-good-publicity
Sex and Cognition in Later Life: Exploring Links Between Intimacy and Brain Function,Hayley Wright,2016,https://pureportal.coventry.ac.uk/en/publications/sex-and-cognition-in-later-life-exploring-links-between-intimacy-
Sex on the brain! Associations between sexual activity and cognitive function in older age,Hayley Wright,2016,https://pureportal.coventry.ac.uk/en/publications/sex-on-the-brain-associations-between-sexual-activity-and-cogniti-2
Cross-sectional associations between sexual activity and cognitive function in the English Longitudinal Study of Ageing,Hayley Wright,2015,https://pureportal.coventry.ac.uk/en/publications/cross-sectional-associations-between-sexual-activity-and-cognitiv
"Gender, cognition and cognitive lifestyle in the English Longitudinal Study of Ageing",Hayley Wright,2015,https://pureportal.coventry.ac.uk/en/publications/gender-cognition-and-cognitive-lifestyle-in-the-english-longitudi
Sex on the Brain: Associations between Cognitive Function and Sexual Activity in Community-Dwelling Older Adults in England,Hayley Wright,2015,https://pureportal.coventry.ac.uk/en/publications/sex-on-the-brain-associations-between-cognitive-function-and-sexu
The effect of expectancy of sleep induction on sleep quality using objective and subjective measures,Hayley Wright,2015,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-expectancy-of-sleep-induction-on-sleep-quality-usin-2
Cross-Sectional Study of Sleep Quantity and Quality and Amnestic and Non-Amnestic Cognitive Function in an Ageing Population: The English Longitudinal Study of Ageing (ELSA),Hayley Wright,2014,https://pureportal.coventry.ac.uk/en/publications/cross-sectional-study-of-sleep-quantity-and-quality-and-amnestic--2
Sleep and Cognition,Hayley Wright,2014,https://pureportal.coventry.ac.uk/en/publications/sleep-and-cognition-2
Sleep Disturbances and Cognitive Function in the English Longitudinal Study of Ageing,Hayley Wright,2014,https://pureportal.coventry.ac.uk/en/publications/sleep-disturbances-and-cognitive-function-in-the-english-longitud-2
Sleep Disturbances and Mild Cognitive Impairment in the English Longitudinal Study of Ageing,Hayley Wright,2013,https://pureportal.coventry.ac.uk/en/publications/sleep-disturbances-and-mild-cognitive-impairment-in-the-english-l-4
Sleep Disturbances and Mild Cognitive Impairment in the English Longitudinal Study of Ageing,Hayley Wright,2013,https://pureportal.coventry.ac.uk/en/publications/sleep-disturbances-and-mild-cognitive-impairment-in-the-english-l-3
The contribution of stimulus-driven and goal-driven mechanisms to feature-based selection in patients with spatial attention deficits,Hayley Wright,2012,https://pureportal.coventry.ac.uk/en/publications/the-contribution-of-stimulus-driven-and-goal-driven-mechanisms-to
An amygdala response to fearful faces with covered eyes,Hayley Wright,2008,https://pureportal.coventry.ac.uk/en/publications/an-amygdala-response-to-fearful-faces-with-covered-eyes
Dual-Stream Contrastive Learning for Channel State Information Based Human Activity Recognition,Ke Xu,2023,https://pureportal.coventry.ac.uk/en/publications/dual-stream-contrastive-learning-for-channel-state-information-ba
Calcium Activation of Parvalbumin Neurons Induced by Electrical Motor Cortex Stimulation,Yuhang Xu,2022,https://pureportal.coventry.ac.uk/en/publications/calcium-activation-of-parvalbumin-neurons-induced-by-electrical-m
Regional identification of information flow termination of electrohysterographic signals: Towards understanding human uterine electrical propagation,Yuhang Xu,2022,https://pureportal.coventry.ac.uk/en/publications/regional-identification-of-information-flow-termination-of-electr
Uterus Modeling from Cell to Organ Level: towards Better Understanding of Physiological Basis of Uterine Activity,Yuhang Xu,2022,https://pureportal.coventry.ac.uk/en/publications/uterus-modeling-from-cell-to-organ-level-towards-better-understan
Automatic recognition of uterine contractions with electrohysterogram signals based on the zero-crossing rate,Yuhang Xu,2021,https://pureportal.coventry.ac.uk/en/publications/automatic-recognition-of-uterine-contractions-with-electrohystero
Development and validation of a deep learning-based automatic auscultatory blood pressure measurement method,Yuhang Xu,2021,https://pureportal.coventry.ac.uk/en/publications/development-and-validation-of-a-deep-learning-based-automatic-aus
Evaluation of cuff deflation and inflation rates on a deep learning-based automatic blood pressure measurement method: a pilot evaluation study,Yuhang Xu,2021,https://pureportal.coventry.ac.uk/en/publications/evaluation-of-cuff-deflation-and-inflation-rates-on-a-deep-learni
Analysis of Electrohysterographic Signal Propagation Direction during Uterine Contraction: the Application of Directed Information,Yuhang Xu,2020,https://pureportal.coventry.ac.uk/en/publications/analysis-of-electrohysterographic-signal-propagation-direction-du
Dataset on Blood Flow and Instantaneous Wave-free Ratio in Normal and Stenosed Coronary Arteries,Yuhang Xu,2020,https://pureportal.coventry.ac.uk/en/publications/dataset-on-blood-flow-and-instantaneous-wave-free-ratio-in-normal
Effect of microcirculatory resistance on coronary blood flow and instantaneous wave-free ratio: A computational study,Yuhang Xu,2020,https://pureportal.coventry.ac.uk/en/publications/effect-of-microcirculatory-resistance-on-coronary-blood-flow-and-
Significance of considering respiratory movement in estimating sleep stage,Yuhang Xu,2020,https://pureportal.coventry.ac.uk/en/publications/significance-of-considering-respiratory-movement-in-estimating-sl
Cortico-Muscular Coherence Enhancement Via Sparse Signal Representation,Yuhang Xu,2018,https://pureportal.coventry.ac.uk/en/publications/cortico-muscular-coherence-enhancement-via-sparse-signal-represen
Cortico-muscular coherence enhancement via coherent Wavelet enhanced Independent Component Analysis,Yuhang Xu,2017,https://pureportal.coventry.ac.uk/en/publications/cortico-muscular-coherence-enhancement-via-coherent-wavelet-enhan
Corticomuscular Coherence With Time Lag With Application to Delay Estimation,Yuhang Xu,2017,https://pureportal.coventry.ac.uk/en/publications/corticomuscular-coherence-with-time-lag-with-application-to-delay
Delay estimation between EEG and EMG via coherence with time lag,Yuhang Xu,2016,https://pureportal.coventry.ac.uk/en/publications/delay-estimation-between-eeg-and-emg-via-coherence-with-time-lag
